Date,"Total COVID-19 Patients","ICU Patients","Vent Patients",PPE,Capacity,"Surge Capacity","Beds Occupied"
07/08/2020,971,230,98,0,16476,19771.2,12794
07/18/2020,1166,254,108,0,16476,19771.2,12758
06/13/2020,959,295,142,0,16476,19771.2,12545
06/08/2020,1173,308,160,0,16476,19771.2,12049
04/20/2020,1296,396,237,6,16476,19771.2,10515
05/09/2020,1593,367,198,0,16476,19771.2,11778
07/29/2020,1350,276,155,0,16476,19771.2,12829
06/25/2020,854,237,104,0,16476,19771.2,12852
04/26/2020,1436,387,217,2,16476,19771.2,11156
08/13/2020,1258,289,141,3,16476,19771.2,13043
05/22/2020,1459,366,207,0,16476,19771.2,12287
06/27/2020,819,234,103,0,16476,19771.2,12629
06/07/2020,1186,316,165,0,16476,19771.2,12102
04/18/2020,1307,398,230,6,16476,19771.2,10379
04/30/2020,1550,372,208,2,16476,19771.2,11377
05/10/2020,1555,351,187,0,16476,19771.2,11790
07/19/2020,1186,249,127,0,16476,19771.2,12656
04/22/2020,1374,419,244,3,16476,19771.2,10957
05/27/2020,1459,390,203,0,16476,19771.2,12176
08/06/2020,1349,284,157,0,16476,19771.2,12953
05/20/2020,1536,370,202,0,16476,19771.2,12212
08/02/2020,1172,267,138,0,16476,19771.2,12765
05/24/2020,1351,354,192,0,16476,19771.2,11904
06/12/2020,1026,297,143,0,16476,19771.2,12684
06/10/2020,1155,296,139,2,16476,19771.2,12594
08/05/2020,1304,283,144,0,16476,19771.2,12915
06/11/2020,1069,273,138,0,16476,19771.2,12642
06/30/2020,902,230,98,0,16476,19771.2,12567
05/28/2020,1502,416,195,0,16476,19771.2,12396
04/14/2020,1282,422,276,7,16476,19771.2,10485
08/19/2020,1243,280,145,0,16476,19771.2,12985
05/07/2020,1613,371,203,0,16476,19771.2,11793
06/18/2020,857,241,129,0,16476,19771.2,12594
04/25/2020,1405,357,223,3,16476,19771.2,11123
04/17/2020,1308,400,224,6,16476,19771.2,10889
05/12/2020,1529,364,201,0,16476,19771.2,11692
06/24/2020,886,235,107,0,16476,19771.2,12714
08/08/2020,1258,271,145,1,16476,19771.2,12967
05/05/2020,1496,361,189,0,16476,19771.2,11750
04/16/2020,1337,427,238,6,16476,19771.2,10933
05/08/2020,1625,378,199,0,16476,19771.2,11841
06/19/2020,862,251,121,0,16476,19771.2,12613
06/14/2020,958,334,155,0,16476,19771.2,12330
08/16/2020,1184,283,165,1,16476,19771.2,12741
07/20/2020,1158,265,125,0,16476,19771.2,12599
07/04/2020,808,207,99,0,16476,19771.2,12452
05/11/2020,1504,362,194,0,16476,19771.2,11829
06/01/2020,1371,347,188,0,16476,19771.2,12056
05/18/2020,1502,361,194,0,16476,19771.2,12087
06/23/2020,847,245,126,0,16476,19771.2,12152
07/21/2020,1189,258,127,2,16476,19771.2,12711
07/11/2020,1020,230,97,0,16476,19771.2,12946
07/22/2020,1157,253,136,1,16476,19771.2,12921
07/30/2020,1357,284,147,0,16476,19771.2,13049
07/31/2020,1334,279,145,0,16476,19771.2,12871
07/27/2020,1200,260,140,0,16476,19771.2,12642
07/12/2020,1045,228,101,0,16476,19771.2,12777
08/03/2020,1205,271,151,0,16476,19771.2,12721
07/02/2020,888,206,95,0,16476,19771.2,12718
05/13/2020,1526,374,202,0,16476,19771.2,11930
08/12/2020,1281,290,142,2,16476,19771.2,13102
05/04/2020,1463,348,192,0,16476,19771.2,11459
06/26/2020,854,219,99,0,16476,19771.2,12680
05/19/2020,1497,377,199,0,16476,19771.2,12065
08/14/2020,1299,268,150,3,16476,19771.2,13045
05/25/2020,1376,349,182,0,16476,19771.2,11968
06/05/2020,1205,320,161,0,16476,19771.2,12233
08/15/2020,1271,279,167,2,16476,19771.2,12954
05/30/2020,1471,372,194,0,16476,19771.2,12146
07/06/2020,783,194,86,0,16476,19771.2,12237
05/26/2020,1403,366,190,0,16476,19771.2,11960
05/06/2020,1594,396,192,0,16476,19771.2,11715
07/17/2020,1171,247,118,0,16476,19771.2,12942
