"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-19,"Rappahannock Rapidan",20-29,311,6,0
2020-07-19,"Cumberland Plateau",60-69,15,2,0
2020-07-19,Roanoke,70-79,17,3,1
2020-07-19,"Central Shenandoah",20-29,467,9,0
2020-07-19,Pittsylvania-Danville,80+,24,8,2
2020-07-19,"Virginia Beach",80+,118,36,24
2020-07-19,"Central Shenandoah",50-59,416,34,4
2020-07-19,Lenowisco,Missing,0,0,0
2020-07-19,Fairfax,30-39,2886,198,6
2020-07-19,Lenowisco,60-69,14,5,2
2020-07-19,Loudoun,30-39,797,28,0
2020-07-19,"West Piedmont",80+,24,14,1
2020-07-19,Roanoke,80+,43,3,9
2020-07-19,Fairfax,40-49,2760,273,10
2020-07-19,"Thomas Jefferson",80+,125,28,19
2020-07-19,Roanoke,20-29,146,3,0
2020-07-19,Henrico,60-69,309,51,34
2020-07-19,"Lord Fairfax",40-49,356,17,1
2020-07-19,"Western Tidewater",Missing,16,0,0
2020-07-19,Chickahominy,60-69,87,21,6
2020-07-19,Chesapeake,20-29,348,4,0
2020-07-19,"Three Rivers",Missing,3,0,0
2020-07-19,Henrico,70-79,229,51,43
2020-07-19,"Western Tidewater",20-29,173,4,0
2020-07-19,Peninsula,0-9,79,0,0
2020-07-19,Loudoun,40-49,870,58,1
2020-07-19,Pittsylvania-Danville,30-39,50,1,0
2020-07-19,Loudoun,20-29,758,10,0
2020-07-19,Crater,60-69,265,52,16
2020-07-19,Loudoun,80+,214,53,73
2020-07-19,Arlington,80+,203,84,69
2020-07-19,"Virginia Beach",10-19,146,0,0
2020-07-19,"Mount Rogers",80+,83,29,21
2020-07-19,"Eastern Shore",80+,50,22,19
2020-07-19,Crater,10-19,78,0,0
2020-07-19,Lenowisco,30-39,10,1,1
2020-07-19,Norfolk,Missing,29,1,0
2020-07-19,Henrico,Missing,34,1,1
2020-07-19,"New River",40-49,50,3,0
2020-07-19,"Central Virginia",0-9,12,0,0
2020-07-19,"New River",70-79,21,8,4
2020-07-19,Loudoun,0-9,167,4,0
2020-07-19,"Central Virginia",70-79,32,4,2
2020-07-19,Southside,0-9,7,0,0
2020-07-19,"Three Rivers",40-49,171,12,2
2020-07-19,Chickahominy,30-39,106,3,0
2020-07-19,"Central Shenandoah",60-69,297,47,13
2020-07-19,"Western Tidewater",60-69,182,20,7
2020-07-19,"Cumberland Plateau",30-39,19,1,0
2020-07-19,Portsmouth,10-19,56,0,0
2020-07-19,Chesterfield,Missing,101,0,0
2020-07-19,Alexandria,40-49,468,41,0
2020-07-19,"Thomas Jefferson",70-79,95,22,5
2020-07-19,"Three Rivers",30-39,182,3,0
2020-07-19,"Western Tidewater",70-79,111,23,19
2020-07-19,Arlington,60-69,293,82,19
2020-07-19,"Cumberland Plateau",10-19,27,0,0
2020-07-19,"West Piedmont",30-39,110,4,0
2020-07-19,Peninsula,10-19,115,1,0
2020-07-19,Lenowisco,10-19,10,0,0
2020-07-19,Chesapeake,0-9,48,1,0
2020-07-19,Peninsula,50-59,233,24,3
2020-07-19,"Cumberland Plateau",Missing,0,0,0
2020-07-19,Peninsula,60-69,176,31,3
2020-07-19,"Lord Fairfax",30-39,379,11,1
2020-07-19,"Virginia Beach",Missing,63,0,0
2020-07-19,Arlington,40-49,454,51,8
2020-07-19,"West Piedmont",10-19,86,0,0
2020-07-19,Chickahominy,70-79,64,21,6
2020-07-19,Pittsylvania-Danville,20-29,53,0,0
2020-07-19,Loudoun,50-59,708,62,3
2020-07-19,Richmond,30-39,549,29,1
2020-07-19,"Thomas Jefferson",Missing,2,0,0
2020-07-19,"Rappahannock Rapidan",80+,28,16,8
2020-07-19,"Lord Fairfax",Missing,2,0,0
2020-07-19,"Cumberland Plateau",50-59,17,2,0
2020-07-19,Loudoun,Missing,68,0,1
2020-07-19,Southside,50-59,76,10,0
2020-07-19,Chesterfield,20-29,644,9,0
2020-07-19,Norfolk,70-79,79,29,6
2020-07-19,Alleghany,10-19,88,0,0
2020-07-19,Crater,80+,125,24,12
2020-07-19,Portsmouth,Missing,20,0,0
2020-07-19,"Western Tidewater",10-19,52,0,0
2020-07-19,Chesterfield,10-19,345,0,0
2020-07-19,Southside,60-69,68,15,5
2020-07-19,"West Piedmont",0-9,22,1,0
2020-07-19,"Rappahannock Rapidan",70-79,46,14,8
2020-07-19,"Central Shenandoah",70-79,147,44,13
2020-07-19,Chesapeake,30-39,333,13,0
2020-07-19,Chickahominy,0-9,16,0,0
2020-07-19,"Prince William",0-9,384,10,0
2020-07-19,"Eastern Shore",50-59,276,20,5
2020-07-19,"Mount Rogers",50-59,138,9,1
2020-07-19,Loudoun,10-19,644,0,0
2020-07-19,Southside,80+,83,12,13
2020-07-19,"Central Virginia",80+,26,2,0
2020-07-19,Rappahannock,Missing,23,0,0
2020-07-19,"Rappahannock Rapidan",30-39,346,18,1
2020-07-19,"New River",50-59,44,4,0
2020-07-19,Richmond,80+,40,21,9
2020-07-19,"Mount Rogers",20-29,153,0,0
2020-07-19,"Eastern Shore",20-29,199,6,0
2020-07-19,Hampton,10-19,45,0,0
2020-07-19,Portsmouth,0-9,33,3,0
2020-07-19,Crater,70-79,157,40,18
2020-07-19,Chesterfield,40-49,643,24,3
2020-07-19,Alexandria,Missing,11,0,0
2020-07-19,Southside,30-39,80,4,0
2020-07-19,"Prince William",Missing,155,3,0
2020-07-19,Hampton,60-69,65,11,2
2020-07-19,Fairfax,20-29,2401,87,3
2020-07-19,"Thomas Jefferson",0-9,61,1,0
2020-07-19,Lenowisco,40-49,11,2,0
2020-07-19,"Central Virginia",10-19,73,1,0
2020-07-19,Lenowisco,70-79,15,6,1
2020-07-19,"Virginia Beach",0-9,79,0,0
2020-07-19,Lenowisco,50-59,27,6,1
2020-07-19,Chesapeake,70-79,98,31,3
2020-07-19,"Western Tidewater",80+,156,29,35
2020-07-19,"Thomas Jefferson",10-19,96,2,0
2020-07-19,Richmond,40-49,418,31,3
2020-07-19,"Lord Fairfax",50-59,373,31,3
2020-07-19,"Lord Fairfax",10-19,170,1,0
2020-07-19,"Rappahannock Rapidan",10-19,150,3,0
2020-07-19,Crater,50-59,320,36,3
2020-07-19,Arlington,Missing,11,1,0
2020-07-19,Roanoke,50-59,61,1,0
2020-07-19,Rappahannock,10-19,279,3,0
2020-07-19,Roanoke,10-19,67,0,0
2020-07-19,"Eastern Shore",Missing,6,0,0
2020-07-19,"Mount Rogers",Missing,1,0,0
2020-07-19,"Prince William",60-69,823,169,43
2020-07-19,Alleghany,70-79,67,8,7
2020-07-19,Crater,20-29,286,9,0
2020-07-19,Loudoun,60-69,269,53,7
2020-07-19,Fairfax,0-9,523,20,0
2020-07-19,Roanoke,Missing,4,0,0
2020-07-19,Alexandria,20-29,417,10,1
2020-07-19,Portsmouth,70-79,46,13,5
2020-07-19,Alleghany,30-39,97,2,0
2020-07-19,"Prince William",20-29,1797,55,0
2020-07-19,Southside,70-79,67,11,14
2020-07-19,Piedmont,Missing,2,0,0
2020-07-19,Rappahannock,0-9,125,2,0
2020-07-19,Henrico,30-39,522,19,0
2020-07-19,"Prince William",10-19,878,8,0
2020-07-19,Chickahominy,10-19,55,0,0
2020-07-19,"Lord Fairfax",0-9,69,2,0
2020-07-19,"Central Virginia",Missing,1,0,0
2020-07-19,Fairfax,60-69,1481,333,63
2020-07-19,Norfolk,0-9,72,2,0
2020-07-19,"Cumberland Plateau",40-49,23,1,0
2020-07-19,"Eastern Shore",10-19,61,1,0
2020-07-19,"Mount Rogers",10-19,69,0,0
2020-07-19,"Rappahannock Rapidan",0-9,87,1,0
2020-07-19,"Three Rivers",0-9,12,1,0
2020-07-19,Henrico,40-49,443,28,2
2020-07-19,Alexandria,50-59,324,52,10
2020-07-19,Arlington,0-9,56,2,0
2020-07-19,Chickahominy,Missing,15,0,0
2020-07-19,"New River",20-29,100,0,0
2020-07-19,"Virginia Beach",20-29,699,9,0
2020-07-19,Chesapeake,50-59,229,27,1
2020-07-19,Alleghany,80+,43,10,6
2020-07-19,Fairfax,10-19,954,30,0
2020-07-19,Chesapeake,60-69,153,32,5
2020-07-19,"West Piedmont",Missing,0,0,0
2020-07-19,Peninsula,80+,77,29,18
2020-07-19,Crater,40-49,258,17,1
2020-07-19,Chesapeake,40-49,247,27,1
2020-07-19,"Thomas Jefferson",20-29,233,2,0
2020-07-19,"Lord Fairfax",20-29,394,5,0
2020-07-19,Norfolk,20-29,697,6,0
2020-07-19,Arlington,30-39,492,43,0
2020-07-19,"West Piedmont",60-69,72,12,0
2020-07-19,Henrico,50-59,381,45,8
2020-07-19,"West Piedmont",50-59,131,21,1
2020-07-19,"Cumberland Plateau",20-29,17,0,0
2020-07-19,Alexandria,70-79,102,38,18
2020-07-19,Portsmouth,20-29,230,11,0
2020-07-19,"Western Tidewater",30-39,197,12,1
2020-07-19,"Central Shenandoah",0-9,63,0,0
2020-07-19,Henrico,80+,327,68,87
2020-07-19,Alexandria,0-9,143,2,0
2020-07-19,Pittsylvania-Danville,40-49,79,7,0
2020-07-19,Henrico,20-29,455,15,0
2020-07-19,Roanoke,60-69,45,3,0
2020-07-19,Peninsula,30-39,346,7,1
2020-07-19,Alleghany,60-69,72,8,1
2020-07-19,"Prince William",70-79,330,101,48
2020-07-19,Norfolk,60-69,189,33,3
2020-07-19,Southside,40-49,68,6,0
2020-07-19,Chesterfield,30-39,718,12,0
2020-07-19,Loudoun,70-79,152,49,18
2020-07-19,"Central Virginia",40-49,83,1,0
2020-07-19,"New River",Missing,0,0,0
2020-07-19,Chickahominy,20-29,119,1,0
2020-07-19,"New River",0-9,8,0,0
2020-07-19,"Cumberland Plateau",0-9,4,0,0
2020-07-19,"Three Rivers",70-79,42,9,5
2020-07-19,"Rappahannock Rapidan",40-49,326,21,2
2020-07-19,Hampton,0-9,21,0,0
2020-07-19,Piedmont,50-59,204,25,1
2020-07-19,Rappahannock,20-29,494,13,0
2020-07-19,"West Piedmont",20-29,110,2,0
2020-07-19,Arlington,70-79,177,73,33
2020-07-19,Chickahominy,50-59,134,23,1
2020-07-19,Alleghany,40-49,98,2,0
2020-07-19,"Prince William",50-59,1548,198,15
2020-07-19,"Mount Rogers",0-9,40,1,0
2020-07-19,"Eastern Shore",0-9,21,2,0
2020-07-19,"Thomas Jefferson",60-69,119,25,3
2020-07-19,Pittsylvania-Danville,70-79,30,12,1
2020-07-19,Chesterfield,80+,157,35,47
2020-07-19,Richmond,0-9,112,6,0
2020-07-19,Chesapeake,80+,81,27,14
2020-07-19,Peninsula,40-49,279,12,1
2020-07-19,Henrico,0-9,115,2,0
2020-07-19,Lenowisco,80+,6,1,0
2020-07-19,Piedmont,60-69,150,22,2
2020-07-19,Henrico,10-19,222,4,0
2020-07-19,"Mount Rogers",30-39,140,4,0
2020-07-19,"Eastern Shore",30-39,239,8,0
2020-07-19,Chesterfield,0-9,133,0,0
2020-07-19,"Central Shenandoah",10-19,140,1,0
2020-07-19,Crater,0-9,30,1,0
2020-07-19,Fairfax,70-79,697,248,115
2020-07-19,Rappahannock,80+,98,34,19
2020-07-19,Alexandria,10-19,190,4,0
2020-07-19,Portsmouth,40-49,128,8,0
2020-07-19,"Three Rivers",50-59,121,10,0
2020-07-19,Alleghany,Missing,2,0,0
2020-07-19,Alexandria,30-39,584,32,0
2020-07-19,Southside,Missing,0,0,0
2020-07-19,Portsmouth,60-69,101,22,6
2020-07-19,Roanoke,30-39,145,1,0
2020-07-19,"Three Rivers",60-69,87,14,0
2020-07-19,Fairfax,50-59,2327,314,32
2020-07-19,Portsmouth,50-59,129,22,2
2020-07-19,Chickahominy,80+,83,34,26
2020-07-19,"Rappahannock Rapidan",50-59,245,29,2
2020-07-19,Fairfax,80+,817,302,293
2020-07-19,Hampton,Missing,16,0,0
2020-07-19,"Cumberland Plateau",80+,4,2,0
2020-07-19,Alleghany,50-59,96,6,1
2020-07-19,"Prince William",40-49,2100,164,7
2020-07-19,Fairfax,Missing,159,5,0
2020-07-19,"Virginia Beach",40-49,357,19,1
2020-07-19,Richmond,Missing,22,0,0
2020-07-19,Norfolk,40-49,274,15,1
2020-07-19,Piedmont,80+,54,23,12
2020-07-19,"Virginia Beach",60-69,228,23,2
2020-07-19,"West Piedmont",40-49,109,10,2
2020-07-19,Arlington,10-19,126,5,0
2020-07-19,Lenowisco,0-9,4,0,0
2020-07-19,Pittsylvania-Danville,50-59,74,14,0
2020-07-19,"Virginia Beach",50-59,298,18,1
2020-07-19,Chesapeake,Missing,44,1,0
2020-07-19,"Central Shenandoah",80+,125,33,18
2020-07-19,"Thomas Jefferson",40-49,211,14,0
2020-07-19,"Rappahannock Rapidan",60-69,135,17,4
2020-07-19,Norfolk,30-39,421,16,1
2020-07-19,"Rappahannock Rapidan",Missing,12,0,0
2020-07-19,"Lord Fairfax",80+,167,39,44
2020-07-19,"Three Rivers",10-19,43,0,0
2020-07-19,Piedmont,40-49,206,11,0
2020-07-19,Norfolk,80+,53,13,5
2020-07-19,Peninsula,20-29,482,1,0
2020-07-19,Norfolk,50-59,227,24,3
2020-07-19,"Thomas Jefferson",50-59,167,13,2
2020-07-19,Richmond,70-79,92,37,14
2020-07-19,Chesterfield,70-79,149,31,22
2020-07-19,Piedmont,30-39,222,5,0
2020-07-19,"Prince William",30-39,1892,94,2
2020-07-19,Alleghany,20-29,126,1,0
2020-07-19,Alleghany,0-9,15,0,0
2020-07-19,"Mount Rogers",40-49,137,5,1
2020-07-19,"Eastern Shore",40-49,250,12,2
2020-07-19,"Central Virginia",60-69,59,4,2
2020-07-19,Richmond,10-19,211,2,0
2020-07-19,Pittsylvania-Danville,60-69,55,10,1
2020-07-19,Pittsylvania-Danville,Missing,0,0,0
2020-07-19,Chesterfield,60-69,322,51,12
2020-07-19,Southside,10-19,17,0,0
2020-07-19,"New River",80+,13,4,2
2020-07-19,"Central Virginia",50-59,90,2,2
2020-07-19,Hampton,70-79,36,8,0
2020-07-19,Pittsylvania-Danville,10-19,27,0,0
2020-07-19,Richmond,60-69,222,53,7
2020-07-19,Chickahominy,40-49,105,12,1
2020-07-19,"Three Rivers",80+,40,8,4
2020-07-19,Rappahannock,30-39,528,25,0
2020-07-19,"Lord Fairfax",60-69,250,52,14
2020-07-19,"Western Tidewater",0-9,20,0,0
2020-07-19,Rappahannock,70-79,119,35,15
2020-07-19,"Prince William",80+,244,82,74
2020-07-19,Hampton,80+,16,2,1
2020-07-19,Alexandria,80+,94,28,25
2020-07-19,"Mount Rogers",60-69,116,12,0
2020-07-19,"Eastern Shore",60-69,179,29,8
2020-07-19,"Lord Fairfax",70-79,150,44,17
2020-07-19,"New River",30-39,37,1,0
2020-07-19,Chesapeake,10-19,104,1,0
2020-07-19,Hampton,40-49,105,6,0
2020-07-19,Peninsula,Missing,18,0,0
